,Siruta,Localitate,Venituri,Cheltuieli
2238,131274,Poiana Campina,825298,2045046
2239,131336,Oras Comarnic,828300,2014501
2240,131407,Oras Mizil,955574,2038068
2241,131443,Oras Plopeni,826393,2047739
2242,131461,Dumbravesti,829395,2017194
2243,131540,Oras Sinaia,956669,2040761
2244,131577,Oras Slanic,827488,2050432
2245,131620,Oras Urlati,830490,2019887
2246,131817,Oras Valenii De Munte,957764,2043454
2247,131835,Gura Vitioarei,828583,2053125
2248,131899,Adunati,831585,2022580
2249,131933,Albesti-Paleologu,958859,2046147
2250,131988,Alunis,829678,2055818
2251,132011,Apostolache,832680,2025273
2252,132075,Aricestii Rahtivani,959954,2048840
2253,132137,Aricestii Zeletin,830773,2058511
2254,132164,Baba Ana,833775,2027966
2255,132226,Balta Doamnei,961049,2051533
2256,132271,Baltesti,831868,2061204
2257,132315,Banesti,834870,2030659
2258,132342,Bertea,962144,2054226
2259,132379,Boldesti-Gradistea,832963,2063897
2260,132404,Brebu,835965,2033352
2261,132459,Calugareni,963239,2056919
2262,132486,Carbunesti,834058,2066590
2263,132510,Ceptura,837060,2036045
2264,132574,Cerasu,964334,2059612
2265,132645,Chiojdeanca,835153,2069283
2266,132681,Ciorani,838155,2038738
2267,132716,Cocorastii Mislii,965429,2062305
2268,132752,Colceag,836248,2071976
2269,132805,Cornu,839250,2041431
2270,132841,Cosminele,966524,2064998
2271,132896,Drajna,837343,2074669
2272,133018,Draganesti,840345,2044124
2273,133090,Dumbrava,967619,2067691
2274,133161,Filipestii De Padure,838438,2077362
2275,133214,Filipestii De Targ,841440,2046817
2276,133278,Fantanele,968714,2070384
2277,133330,Floresti,839533,2080055
2278,133394,Fulga,842535,2049510
2279,133429,Gherghita,969809,2073077
2280,133508,Gorgota,840628,2082748
2281,133562,Gornet,843630,2052203
2282,133615,Gornet-Cricov,970904,2075770
2283,133688,Gura Vadului,841723,2085441
2284,133722,Iordacheanu,844725,2054896
2285,133795,Izvoarele,971999,2078463
2286,133866,Jugureni,842818,2088134
2287,133919,Lapos,845820,2057589
2288,133964,Lipanesti,973094,2081156
2289,134014,Magurele,843913,2090827
2290,134050,Magureni,846915,2060282
2291,134096,Maneciu,974189,2083849
2292,134194,Manesti,845008,2093520
2293,134336,Pacureti,848010,2062975
2294,134390,Plopu,975284,2086542
2295,134443,Podenii Noi,846103,2096213
2296,134559,Poienarii Burchii,849105,2065668
2297,134648,Posesti,976379,2089235
2298,134755,Predeal-Sarari,847198,2098906
2299,134853,Provita De Jos,850200,2068361
2300,134899,Provita De Sus,977474,2091928
2301,134942,Puchenii Mari,848293,2101599
2302,135020,Rafov,851295,2071054
2303,135128,Salcia,978569,2094621
2304,135146,Salciile,849388,2104292
2305,135164,Scorteni,852390,2073747
2306,135226,Secaria,979664,2097314
2307,135244,Sangeru,850483,2106985
2308,135315,Starchiojd,853485,2076440
2309,135404,Surani,980759,2100007
2310,135431,Sirna,851578,2109678
2311,135501,Soimari,854580,2079133
2312,135547,Sotrile,981854,2102700
2313,135618,Stefesti,852673,2112371
2314,135654,Talea,855675,2081826
2315,135681,Tataru,982949,2105393
2316,135725,Teisani,853768,2115064
2317,135789,Telega,856770,2084519
2318,135850,Tinosu,984044,2108086
2319,135896,Tomsani,854863,2117757
2320,135949,Valea Calugareasca,857865,2087212
2321,136107,Valea Doftanei,985139,2110779
2322,136134,Varbilau,855958,2120450
2323,136198,Valcanesti,858960,2089905
2324,136241,Cocorastii Colt,986234,2113472
2325,136250,Olari,857053,2123143
2326,136269,Vadu Sapat,860055,2092598
2327,136278,Batrani,987329,2116165
2328,136483,Municipiul Satu Mare,858148,2125836
2329,136526,Municipiul Carei,861150,2095291
2330,136553,Capleni,988424,2118858
2331,136599,Oras Negresti-Oas,859243,2128529
2332,136642,Oras Tasnad,862245,2097984
2333,136713,Acas,989519,2121551
2334,136768,Andrid,860338,2131222
2335,136802,Apa,863340,2100677
2336,136848,Oras Ardud,990614,2124244
2337,136919,Batarci,861433,2133915
2338,136964,Beltiug,864435,2103370
2339,137032,Berveni,991709,2126937
2340,137069,Bixad,862528,2136608
2341,137103,Barsau,865530,2106063
2342,137130,Bogdand,992804,2129630
2343,137185,Botiz,863623,2139301
2344,137229,Calinesti-Oas,866625,2108756
2345,137274,Camarzana,993899,2132323
2346,137292,Cauas,864718,2141994
2347,137363,Cehal,867720,2111449
2348,137407,Certeze,994994,2135016
2349,137443,Craidorolt,865813,2144687
2350,137504,Crucisor,868815,2114142
2351,137540,Culciu,996089,2137709
2352,137611,Doba,866908,2147380
2353,137675,Dorolt,869910,2116835
2354,137728,Foieni,997184,2140402
2355,137746,Gherta Mica,868003,2150073
2356,137764,Halmeu,871005,2119528
2357,137844,Hodod,998279,2143095
2358,137899,Homoroade,869098,2152766
2359,137960,Lazuri,872100,2122221
2360,138039,Oras Livada,999374,2145788
2361,138084,Mediesu Aurit,870193,2155459
2362,138164,Micula,873195,2124914
2363,138208,Moftin,1000469,2148481
2364,138280,Odoreu,871288,2158152
2365,138351,Orasu Nou,874290,2127607
2366,138431,Paulesti,1001564,2151174
2367,138501,Petresti,872383,2160845
2368,138538,Pir,875385,2130300
2369,138574,Piscolt,1002659,2153867
2370,138618,Pomi,873478,2163538
2371,138663,Sanislau,876480,2132993
2372,138734,Santau,1003754,2156560
2373,138770,Sacaseni,874573,2166231
2374,138805,Sauca,877575,2135686
2375,138869,Socond,1004849,2159253
2376,138921,Supur,875668,2168924
2377,139009,Tarna Mare,878670,2138379
2378,139054,Terebesti,1005944,2161946
2379,139107,Tiream,876763,2171617
2380,139143,Tarsolt,879765,2141072
2381,139170,Turt,1007039,2164639
2382,139214,Turulung,877858,2174310
2383,139250,Urziceni,880860,2143765
2384,139287,Valea Vinului,1008134,2167332
2385,139330,Vama,878953,2177003
2386,139358,Vetis,881955,2146458
2387,139394,Viile Satu Mare,1009229,2170025
2388,139704,Municipiul Zalau,880048,2179696
2389,139740,Oras Cehu Silvaniei,883050,2149151
2390,139811,Oras Jibou,1010324,2172718
2391,139884,Oras Simleu Silvaniei,881143,2182389
2392,139937,Agrij,884145,2151844
2393,139982,Almasu,1011419,2175411
2394,140084,Babeni,882238,2185082
2395,140146,Balan,885240,2154537
2396,140208,Banisor,1012514,2178104
2397,140244,Benesat,883333,2187775
2398,140280,Bobota,886335,2157230
2399,140324,Bocsa,1013609,2180797
2400,140379,Buciumi,884428,2190468
2401,140440,Camar,887430,2159923
2402,140477,Carastelec,1014704,2183490
2403,140501,Chiesd,885523,2193161
2404,140547,Cizer,888525,2162616
2405,140583,Coseiu,1015799,2186183
2406,140627,Crasna,886618,2195854
2407,140672,Creaca,889620,2165309
2408,140770,Cristolt,1016894,2188876
2409,140823,Criseni,887713,2198547
2410,140869,Cuzaplac,890715,2168002
2411,140958,Dobrin,1017989,2191569
2412,141027,Dragu,888808,2201240
2413,141081,Fildu De Jos,891810,2170695
2414,141134,Galgau,1019084,2194262
2415,141232,Garbou,889903,2203933
2416,141312,Halmasd,892905,2173388
2417,141376,Hereclean,1020179,2196955
2418,141447,Hida,890998,2206626
2419,141535,Horoatu Crasnei,894000,2176081
2420,141580,Ileanda,1021274,2199648
2421,141722,Ip,892093,2209319
2422,141786,Letca,895095,2178774
2423,141884,Lozna,1022369,2202341
2424,141946,Marca,893188,2212012
2425,142006,Maeriste,896190,2181467
2426,142079,Mesesenii De Jos,1023464,2205034
2427,142122,Mirsid,894283,2214705
2428,142177,Napradea,897285,2184160
2429,142239,Nusfalau,1024559,2207727
2430,142284,Pericei,895378,2217398
2431,142337,Plopis,898380,2186853
2432,142373,Poiana Blenchii,1025654,2210420
2433,142426,Romanasi,896473,2220091
2434,142499,Rus,899475,2189546
2435,142550,Salatig,1026749,2213113
2436,142612,Sag,897568,2222784
2437,142676,Sanmihaiu Almasului,900570,2192239
2438,142710,Somes-Odorhei,1027844,2215806
2439,142774,Surduc,898663,2225477
2440,142854,Samsud,901665,2194932
2441,142881,Sarmasag,1028939,2218499
2442,142952,Valcau De Jos,899758,2228170
2443,143021,Varsolt,902760,2197625
2444,143067,Zalha,1030034,2221192
2445,143147,Zimbor,900853,2230863
2446,143450,Municipiul Sibiu,903855,2200318
2447,143487,Cristian,1031129,2223885
2448,143502,Poplaca,901948,2233556
2449,143520,Rasinari,904950,2203011
2450,143557,Selimbar,1032224,2226578
2451,143619,Municipiul Medias,903043,2236249
2452,143646,Tarnava,906045,2205704
2453,143682,Oras Agnita,1033319,2229271
2454,143735,Oras Cisnadie,904138,2238942
2455,143771,Oras Copsa Mica,907140,2208397
2456,143806,Oras Dumbraveni,1034414,2231964
2457,143851,Oras Ocna Sibiului,905233,2241635
2458,143888,Altina,908235,2211090
2459,143922,Apoldu De Jos,1035509,2234657
2460,143959,Arpasu De Jos,906328,2244328
2461,143995,Atel,909330,2213783
2462,144054,Oras Avrig,1036604,2237350
2463,144116,Axente Sever,907423,2247021
2464,144152,Bazna,910425,2216476
2465,144198,Biertan,1037699,2240043
2466,144232,Barghis,908518,2249714
2467,144303,Blajel,911520,2219169
2468,144349,Brateiu,1038794,2242736
2469,144376,Bradeni,909613,2252407
2470,144410,Bruiu,912615,2221862
2471,144456,Chirpar,1039889,2245429
2472,144508,Carta,910708,2255100
2473,144535,Cartisoara,913710,2224555
2474,144553,Darlos,1040984,2248122
2475,144599,Gura Raului,911803,2257793
2476,144615,Hoghilag,914805,2227248
2477,144651,Iacobeni,1042079,2250815
2478,144713,Jina,912898,2260486
2479,144731,Laslea,915900,2229941
2480,144795,Loamnes,1043174,2253508
2481,144866,Ludos,913993,2263179
2482,144893,Marpod,916995,2232634
2483,144928,Oras Miercurea Sibiului,1044269,2256201
2484,144964,Merghindeal,915088,2265872
2485,144991,Micasasa,918090,2235327
2486,145042,Mihaileni,1045364,2258894
2487,145104,Mosna,916183,2268565
2488,145140,Nocrich,919185,2238020
2489,145202,Orlat,1046459,2261587
2490,145220,Pauca,917278,2271258
2491,145275,Poiana Sibiului,920280,2240713
2492,145293,Porumbacu De Jos,1047554,2264280
2493,145355,Racovita,918373,2273951
2494,145382,Rau Sadului,921375,2243406
2495,145408,Rosia,1048649,2266973
2496,145471,Sadu,919468,2276644
2497,145499,Oras Saliste,922470,2246099
2498,145603,Slimnic,1049744,2269666
2499,145667,Seica Mare,920563,2279337
2500,145738,Seica Mica,923565,2248792
2501,145765,Sura Mare,1050839,2272359
2502,145792,Sura Mica,921658,2282030
2503,145827,Oras Talmaciu,924660,2251485
2504,145907,Tilisca,1051934,2275052
2505,145934,Turnu Rosu,922753,2284723
2506,145961,Valea Viilor,925755,2254178
2507,145998,Vurpar,1053029,2277745
2508,146012,Alma,923848,2287416
2509,146021,Boita,926850,2256871
2510,146263,Municipiul Suceava,1054124,2280438
2511,146281,Ipotesti,924943,2290109
2512,146325,Mitocu Dragomirnei,927945,2259564
2513,146370,Oras Salcea,1055219,2283131
2514,146432,Scheia,926038,2292802
2515,146502,Municipiul Campulung Moldovenesc,929040,2262257
2516,146539,Municipiul Falticeni,1056314,2285824
2517,146584,Oras Gura Humorului,927133,2295495
2518,146628,Municipiul Radauti,930135,2264950
2519,146655,Oras Siret,1057409,2288517
2520,146708,Oras Solca,928228,2298188
2521,146744,Municipiul Vatra Dornei,931230,2267643
2522,146799,Adancata,1058504,2291210
2523,146860,Arbore,929323,2300881
2524,146904,Baia,932325,2270336
2525,146931,Oras Milisauti,1059599,2293903
2526,146995,Balcauti,930418,2303574
2527,147036,Bilca,933420,2273029
2528,147054,Bogdanesti,1060694,2296596
2529,147072,Boroaia,931513,2306267
2530,147134,Bosanci,934515,2275722
2531,147161,Botosana,1061789,2299289
2532,147205,Breaza,932608,2308960
2533,147241,Brodina,935610,2278415
2534,147358,Oras Brosteni,1062884,2301982
2535,147465,Bunesti,933703,2311653
2536,147526,Cacica,936705,2281108
2537,147580,Calafindesti,1063979,2304675
2538,147633,Oras Cajvana,934798,2314346
2539,147660,Ilisesti,937800,2283801
2540,147713,Carlibaba,1065074,2307368
2541,147786,Cornu Luncii,935893,2317039
2542,147884,Crucea,938895,2286494
2543,147937,Darmanesti,1066169,2310061
2544,148006,Oras Dolhasca,936988,2319732
2545,148097,Dolhesti,939990,2289187
2546,148131,Dorna-Arini,1067264,2312754
2547,148202,Dorna Candrenilor,938083,2322425
2548,148293,Dornesti,941085,2291880
2549,148328,Dragoiesti,1068359,2315447
2550,148382,Draguseni,939178,2325118
2551,148426,Dumbraveni,942180,2294573
2552,148453,Fantanele,1069454,2318140
2553,148514,Forasti,940273,2327811
2554,148612,Oras Frasin,943275,2297266
2555,148667,Fratautii Noi,1070549,2320833
2556,148694,Fratautii Vechi,941368,2330504
2557,148729,Frumosu,944370,2299959
2558,148765,Fundu Moldovei,1071644,2323526
2559,148872,Galanesti,942463,2333197
2560,148916,Gramesti,945465,2302652
2561,148970,Granicesti,1072739,2326219
2562,149049,Horodniceni,943558,2335890
2563,149101,Horodnic De Jos,946560,2305345
2564,149138,Iacobeni,1073834,2328912
2565,149183,Izvoarele Sucevei,944653,2338583
2566,149227,Oras Liteni,947655,2308038
2567,149290,Marginea,1074929,2331605
2568,149316,Malini,945748,2341276
2569,149370,Manastirea Humorului,948750,2310731
2570,149414,Moara,1076024,2334298
2571,149502,Moldova-Sulita,946843,2343969
2572,149539,Moldovita,949845,2313424
2573,149584,Musenita,1077119,2336991
2574,149655,Ostra,947938,2346662
2575,149682,Panaci,950940,2316117
2576,149753,Paltinoasa,1078214,2339684
2577,149780,Partestii De Jos,949033,2349355
2578,149833,Patrauti,952035,2318810
2579,149851,Poiana Stampei,1079309,2342377
2580,149931,Pojorata,950128,2352048
2581,149968,Preutesti,953130,2321503
2582,150043,Putna,1080404,2345070
2583,150070,Radaseni,951223,2354741
2584,150114,Rasca,954225,2324196
2585,150178,Sadova,1081499,2347763
2586,150196,Satu Mare,952318,2357434
2587,150221,Siminicea,955320,2326889
2588,150258,Slatina,1082594,2350456
2589,150294,Straja,953413,2360127
2590,150310,Stroiesti,956415,2329582
2591,150356,Stulpicani,1083689,2353149
2592,150418,Sucevita,954508,2362820
2593,150445,Saru Dornei,957510,2332275
2594,150524,Todiresti,1084784,2355842
2595,150588,Udesti,955603,2365513
2596,150702,Ulma,958605,2334968
2597,150766,Vadu Moldovei,1085879,2358535
2598,150891,Valea Moldovei,956698,2368206
2599,150935,Vama,959700,2337661
2600,150980,Vatra Moldovitei,1086974,2361228
2601,151022,Veresti,957793,2370899
2602,151077,Vicovu De Jos,960795,2340354
2603,151095,Oras Vicovu De Sus,1088069,2363921
2604,151120,Volovat,958888,2373592
2605,151157,Vulturesti,961890,2343047
2606,151246,Zamostea,1089164,2366614
2607,151344,Zvoristea,959983,2376285
2608,151433,Comanesti,962985,2345740
2609,151442,Iaslovat,1090259,2369307
2610,151451,Ciocanesti,961078,2378978
2611,151460,Serbauti,964080,2348433
2612,151479,Horodnic De Sus,1091354,2372000
2613,151488,Fantana Mare,962173,2381671
2614,151497,Cosna,965175,2351126
2615,151503,Capu Campului,1092449,2374693
2616,151512,Hantesti,963268,2384364
2617,151521,Burla,966270,2353819
2618,151530,Balaceana,1093544,2377386
2619,151549,Hartop,964363,2387057
2620,151558,Voitinel,967365,2356512
2621,151567,Ciprian Porumbescu,1094639,2380079
2622,151576,Berchisesti,965458,2389750
2623,151585,Poieni-Solca,968460,2359205
2624,151683,Municipiul Turnu Magurele,1095734,2382772
2625,151709,Ciuperceni,966553,2392443
2626,151736,Islaz,969555,2361898
2627,151763,Lita,1096829,2385465
2628,151790,Municipiul Alexandria,967648,2395136
2629,151816,Nanov,970650,2364591
2630,151834,Poroschia,1097924,2388158
2631,151870,Municipiul Rosiori De Vede,968743,2397829
2632,151905,Oras Videle,971745,2367284
2633,151932,Crevenicu,1099019,2390851
2634,151978,Oras Zimnicea,969838,2400522
2635,151996,Balaci,972840,2369977
2636,152038,Babaita,1100114,2393544
2637,152083,Blejesti,970933,2403215
2638,152127,Bogdana,973935,2372670
2639,152172,Botoroaga,1101209,2396237
2640,152234,Bragadiru,972028,2405908
2641,152252,Branceni,975030,2375363
2642,152270,Bujoreni,1102304,2398930
2643,152314,Bujoru,973123,2408601
2644,152332,Buzescu,976125,2378056
2645,152350,Calinesti,1103399,2401623
2646,152412,Calmatuiu,974218,2411294
2647,152467,Calmatuiu De Sus,977220,2380749
2648,152500,Cervenia,1104494,2404316
2649,152528,Ciolanesti,975313,2413987
2650,152564,Contesti,978315,2383442
2651,152582,Cosmesti,1105589,2407009
2652,152617,Crangeni,976408,2416680
2653,152662,Crangu,979410,2386135
2654,152724,Didesti,1106684,2409702
2655,152760,Dobrotesti,977503,2419373
2656,152797,Dracsenei,980505,2388828
2657,152868,Draganesti De Vede,1107779,2412395
2658,152902,Draganesti-Vlasca,978598,2422066
2659,152948,Furculesti,981600,2391521
2660,152993,Frumoasa,1108874,2415088
2661,153026,Galateni,979693,2424759
2662,153062,Gratia,982695,2394214
2663,153106,Izvoarele,1109969,2417781
2664,153124,Lisa,980788,2427452
2665,153151,Lunca,983790,2396907
2666,153204,Mavrodin,1111064,2420474
2667,153240,Magura,981883,2430145
2668,153277,Maldaeni,984885,2399600
2669,153295,Mereni,1112159,2423167
2670,153339,Marzanesti,982978,2432838
2671,153384,Mosteni,985980,2402293
2672,153400,Nasturelu,1113254,2425860
2673,153437,Necsesti,984073,2435531
2674,153473,Olteni,987075,2404986
2675,153507,Orbeasca,1114349,2428553
2676,153543,Peretu,985168,2438224
2677,153561,Piatra,988170,2407679
2678,153589,Pietrosani,1115444,2431246
2679,153605,Plosca,986263,2440917
2680,153623,Plopii-Slavitesti,989265,2410372
2681,153696,Poeni,1116539,2433939
2682,153776,Vitanesti,987358,2443610
2683,153829,Putineiu,990360,2413065
2684,153865,Radoiesti,1117634,2436632
2685,153909,Rasmiresti,988453,2446303
2686,153936,Salcia,991455,2415758
2687,153972,Saceni,1118729,2439325
2688,154013,Scrioastea,989548,2448996
2689,154068,Scurtu Mare,992550,2418451
2690,154139,Seaca,1119824,2442018
2691,154166,Sfintesti,990643,2451689
2692,154184,Segarcea-Vale,993645,2421144
2693,154228,Silistea,1120919,2444711
2694,154282,Silistea-Gumesti,991738,2454382
2695,154308,Sarbeni,994740,2423837
2696,154344,Slobozia Mandra,1122014,2447404
2697,154380,Smardioasa,992833,2457075
2698,154415,Stejaru,995835,2426530
2699,154460,Suhaia,1123109,2450097
2700,154497,Storobaneasa,993928,2459768
2701,154521,Talpa,996930,2429223
2702,154585,Tatarastii De Jos,1124204,2452790
2703,154665,Tatarastii De Sus,995023,2462461
2704,154709,Toporu,998025,2431916
2705,154736,Traian,1125299,2455483
2706,154754,Trivalea-Mosteni,996118,2465154
2707,154790,Troianul,999120,2434609
2708,154834,Tiganesti,1126394,2458176
2709,154852,Vedea,997213,2467847
2710,154914,Viisoara,1000215,2437302
2711,154932,Vartoape,1127489,2460869
2712,154978,Zambreasca,998308,2470540
2713,154996,Nenciulesti,1001310,2439995
2714,155083,Beciu,1128584,2463562
2715,155092,Beuca,999403,2473233
2716,155109,Dracea,1002405,2442688
2717,155118,Fantanele,1129679,2466255
2718,155127,Frasinet,1000498,2475926
2719,155136,Purani,1003500,2445381
2720,155145,Saelele,1130774,2468948
2721,155154,Uda-Clocociov,1001593,2478619
2722,155243,Municipiul Timisoara,1004595,2448074
2723,155261,Dumbravita,1131869,2471641
2724,155289,Ghiroda,1002688,2481312
2725,155314,Giroc,1005690,2450767
2726,155350,Municipiul Lugoj,1132964,2474334
2727,155403,Oras Buzias,1003783,2484005
2728,155458,Oras Deta,1006785,2453460
2729,155494,Oras Jimbolia,1134059,2477027
2730,155528,Oras Sannicolau Mare,1004878,2486698
2731,155546,Balint,1007880,2456153
2732,155591,Banloc,1135154,2479720
2733,155662,Bara,1005973,2489391
2734,155724,Beba Veche,1008975,2458846
2735,155760,Becicherecu Mic,1136249,2482413
2736,155797,Belint,1007068,2492084
2737,155840,Bethausen,1010070,2461539
2738,155911,Biled,1137344,2485106
2739,155957,Barna,1008163,2494777
2740,156035,Bogda,1011165,2464232
2741,156106,Boldur,1138439,2487799
2742,156151,Brestovat,1009258,2497470
2743,156213,Carpinis,1012260,2466925
2744,156259,Cenad,1139534,2490492
2745,156277,Cenei,1010353,2500163
2746,156311,Cheveresu Mare,1013355,2469618
2747,156357,Oras Ciacova,1140629,2493185
2748,156437,Comlosu Mare,1011448,2502856
2749,156473,Costeiu,1014450,2472311
2750,156534,Criciova,1141724,2495878
2751,156589,Curtea,1012543,2505549
2752,156623,Darova,1015545,2475004
2753,156669,Denta,1142819,2498571
2754,156712,Dudestii Vechi,1013638,2508242
2755,156767,Dumbrava,1016640,2477697
2756,156801,Oras Faget,1143914,2501264
2757,156927,Fardea,1014733,2510935
2758,157004,Foeni,1017735,2480390
2759,157031,Gavojdia,1145009,2503957
2760,157086,Oras Gataia,1015828,2513628
2761,157193,Ghizela,1018830,2483083
2762,157246,Giarmata,1146104,2506650
2763,157273,Giera,1016923,2516321
2764,157317,Giulvaz,1019925,2485776
2765,157362,Jamu Mare,1147199,2509343
2766,157424,Jebel,1018018,2519014
2767,157451,Lenauheim,1021020,2488469
2768,157497,Liebling,1148294,2512036
2769,157530,Lovrin,1019113,2521707
2770,157585,Margina,1022115,2491162
2771,157683,Masloc,1149389,2514729
2772,157736,Manastiur,1020208,2524400
2773,157781,Moravita,1023210,2493855
2774,157834,Mosnita Noua,1150484,2517422
2775,157898,Nadrag,1021303,2527093
2776,157923,Nitchidorf,1024305,2496548
2777,157969,Ohaba Lunga,1151579,2520115
2778,158010,Ortisoara,1022398,2529786
2779,158065,Peciu Nou,1025400,2499241
2780,158109,Periam,1152674,2522808
2781,158136,Pietroasa,1023493,2532479
2782,158181,Pischia,1026495,2501934
2783,158243,Racovita,1153769,2525501
2784,158314,Oras Recas,1024588,2535172
2785,158396,Remetea Mare,1027590,2504627
2786,158449,Sacosu Turcesc,1154864,2528194
2787,158528,Satchinez,1025683,2537865
2788,158564,Sacalaz,1028685,2507320
2789,158608,Secas,1155959,2530887
2790,158653,Sanandrei,1026778,2540558
2791,158699,Sanmihaiu Roman,1029780,2510013
2792,158733,Sanpetru Mare,1157054,2533580
2793,158779,Sag,1027873,2543251
2794,158804,Stiuca,1030875,2512706
2795,158859,Teremia Mare,1158149,2536273
2796,158895,Tomesti,1028968,2545944
2797,158966,Topolovatu Mare,1031970,2515399
2798,159035,Tormac,1159244,2538966
2799,159071,Traian Vuia,1030063,2548637
2800,159142,Uivar,1033065,2518092
2801,159213,Varias,1160339,2541659
2802,159259,Victor Vlad Delamarina,1031158,2551330
2803,159339,Voiteg,1034160,2520785
2804,159366,Birda,1161434,2544352
2805,159375,Checea,1032253,2554023
2806,159384,Dudestii Noi,1035255,2523478
2807,159393,Fibis,1162529,2547045
2808,159400,Ghilad,1033348,2556716
2809,159419,Gottlob,1036350,2526171
2810,159428,Iecea Mare,1163624,2549738
2811,159437,Parta,1034443,2559409
2812,159446,Padureni,1037445,2528864
2813,159455,Saravale,1164719,2552431
2814,159464,Sandra,1035538,2562102
2815,159473,Tomnatic,1038540,2531557
2816,159482,Valcani,1165814,2555124
2817,159491,Livezile,1036633,2564795
2818,159507,Pesac,1039635,2534250
2819,159516,Bucovat,1166909,2557817
2820,159525,Otelec,1037728,2567488
2821,159614,Municipiul Tulcea,1040730,2536943
2822,159650,Oras Babadag,1168004,2560510
2823,159687,Oras Isaccea,1038823,2570181
2824,159730,Oras Macin,1041825,2539636
2825,159767,Oras Sulina,1169099,2563203
2826,159785,Baia,1039918,2572874
2827,159847,Beidaud,1042920,2542329
2828,159883,C.a. Rosetti,1170194,2565896
2829,159945,Carcaliu,1041013,2575567
2830,159963,Casimcea,1044015,2545022
2831,160047,Ceatalchioi,1171289,2568589
2832,160092,Ceamurlia De Jos,1042108,2578260
2833,160127,Cerna,1045110,2547715
2834,160172,Chilia Veche,1172384,2571282
2835,160225,Ciucurova,1043203,2580953
2836,160261,Crisan,1046205,2550408
2837,160305,Daeni,1173479,2573975
2838,160323,Dorobantu,1044298,2583646
2839,160387,Frecatei,1047300,2553101
2840,160430,Greci,1174574,2576668
2841,160458,Grindu,1045393,2586339
2842,160476,Hamcearca,1048395,2555794
2843,160528,Horia,1175669,2579361
2844,160564,Izvoarele,1046488,2589032
2845,160617,Jijila,1049490,2558487
2846,160644,Jurilovca,1176764,2582054
2847,160680,Luncavita,1047583,2591725
2848,160724,Mahmudia,1050585,2561180
2849,160779,Maliuc,1177859,2584747
2850,160831,Mihai Bravu,1048678,2594418
2851,160877,Mihail Kogalniceanu,1051680,2563873
2852,160911,Murighiol,1178954,2587440
2853,160993,Nalbant,1049773,2597111
2854,161035,Niculitel,1052775,2566566
2855,161053,Nufaru,1180049,2590133
2856,161106,Ostrov,1050868,2599804
2857,161133,Pardina,1053870,2569259
2858,161151,Peceneaga,1181144,2592826
2859,161179,Sarichioi,1051963,2602497
2860,161231,Sfantu Gheorghe,1054965,2571952
2861,161259,Slava Cercheza,1182239,2595519
2862,161286,Smardan,1053058,2605190
2863,161302,Somova,1056060,2574645
2864,161348,Stejaru,1183334,2598212
2865,161384,Topolog,1054153,2607883
2866,161464,Turcoaia,1057155,2577338
2867,161482,Valea Nucarilor,1184429,2600905
2868,161525,I.c.bratianu,1055248,2610576
2869,161543,Vacareni,1058250,2580031
2870,161552,Bestepe,1185524,2603598
2871,161561,Valea Teilor,1056343,2613269
2872,161794,Municipiul Barlad,1059345,2582724
2873,161829,Municipiul Husi,1186619,2606291
2874,161856,Oras Negresti,1057438,2615962
2875,161945,Municipiul Vaslui,1060440,2585417
2876,162014,Albesti,1187714,2608984
2877,162069,Alexandru Vlahuta,1058533,2618655
2878,162149,Arsura,1061535,2588110
2879,162194,Banca,1188809,2611677
2880,162327,Bacani,1059628,2621348
2881,162381,Bacesti,1062630,2590803
2882,162452,Balteni,1189904,2614370
2883,162498,Berezeni,1060723,2624041
2884,162559,Blagesti,1063725,2593496
2885,162595,Bogdana,1190999,2617063
2886,162693,Bogdanesti,1061818,2626734
2887,162791,Bogdanita,1064820,2596189
2888,162871,Botesti,1192094,2619756
2889,162924,Bunesti-Averesti,1062913,2629427
2890,163002,Codaesti,1065915,2598882
2891,163057,Coroiesti,1193189,2622449
2892,163137,Costesti,1064008,2632120
2893,163208,Cretesti,1067010,2601575
2894,163253,Danesti,1194284,2625142
2895,163324,Deleni,1065103,2634813
2896,163379,Delesti,1068105,2604268
2897,163486,Dragomiresti,1195379,2627835
2898,163618,Dranceni,1066198,2637506
2899,163681,Duda-Epureni,1069200,2606961
2900,163734,Dumesti,1196474,2630528
2901,163789,Epureni,1067293,2640199
2902,163832,Falciu,1070295,2609654
2903,163903,Gagesti,1197569,2633221
2904,163967,Gherghesti,1068388,2642892
2905,164062,Garceni,1071390,2612347
2906,164133,Grivita,1198664,2635914
2907,164197,Hoceni,1069483,2645585
2908,164277,Dimitrie Cantemir,1072485,2615040
2909,164339,Iana,1199759,2638607
2910,164393,Ivanesti,1070578,2648278
2911,164543,Ivesti,1073580,2617733
2912,164598,Laza,1200854,2641300
2913,164687,Lipovat,1071673,2650971
2914,164749,Lunca Banului,1074675,2620426
2915,164829,Malusteni,1201949,2643993
2916,164892,Miclesti,1072768,2653664
2917,164936,Muntenii De Jos,1075770,2623119
2918,164981,Oras Murgeni,1203044,2646686
2919,165069,Oltenesti,1073863,2656357
2920,165130,Osesti,1076865,2625812
2921,165185,Padureni,1204139,2649379
2922,165274,Perieni,1074958,2659050
2923,165336,Poienesti,1077960,2628505
2924,165416,Pogana,1205234,2652072
2925,165470,Puiesti,1076053,2661743
2926,165611,Pungesti,1079055,2631198
2927,165719,Rebricea,1206329,2654765
2928,165817,Rosiesti,1077148,2664436
