,Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,0
2396,140208,Banisor,2426000,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5,Femei_35-44
2397,140244,Benesat,2427000,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0,Femei_35-44
2398,140280,Bobota,2428000,599.7,599.7,1999.0,1999.0,7996,399.8,599.7,1999.0,Femei_35-44
2399,140324,Bocsa,2429000,521.4,521.4,1738.0,1738.0,6952,347.6,521.4,1738.0,Femei_35-44
2400,140379,Buciumi,2430000,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5,Femei_35-44
2401,140440,Camar,2431000,255.3,255.3,851.0,851.0,3404,170.2,255.3,851.0,Femei_35-44
2402,140477,Carastelec,2432000,159.15,159.15,530.5,530.5,2122,106.1,159.15,530.5,Femei_35-44
2403,140501,Chiesd,2433000,390.3,390.3,1301.0,1301.0,5204,260.2,390.3,1301.0,Femei_35-44
2404,140547,Cizer,2434000,335.4,335.4,1118.0,1118.0,4472,223.6,335.4,1118.0,Femei_35-44
2405,140583,Coseiu,2435000,176.7,176.7,589.0,589.0,2356,117.8,176.7,589.0,Femei_35-44
2406,140627,Crasna,2436000,1008.3,1008.3,3361.0,3361.0,13444,672.2,1008.3,3361.0,Femei_35-44
2407,140672,Creaca,2437000,417.45,417.45,1391.5,1391.5,5566,278.3,417.45,1391.5,Femei_35-44
2408,140770,Cristolt,2438000,188.1,188.1,627.0,627.0,2508,125.4,188.1,627.0,Femei_35-44
2409,140823,Criseni,2439000,457.95,457.95,1526.5,1526.5,6106,305.3,457.95,1526.5,Femei_35-44
2410,140869,Cuzaplac,2440000,256.95,256.95,856.5,856.5,3426,171.3,256.95,856.5,Femei_35-44
2411,140958,Dobrin,2441000,251.55,251.55,838.5,838.5,3354,167.7,251.55,838.5,Femei_35-44
2412,141027,Dragu,2442000,203.1,203.1,677.0,677.0,2708,135.4,203.1,677.0,Femei_35-44
2413,141081,Fildu De Jos,2443000,205.8,205.8,686.0,686.0,2744,137.2,205.8,686.0,Femei_35-44
2414,141134,Galgau,2444000,363.9,363.9,1213.0,1213.0,4852,242.6,363.9,1213.0,Femei_35-44
2415,141232,Garbou,2445000,324.45,324.45,1081.5,1081.5,4326,216.3,324.45,1081.5,Femei_35-44
2416,141312,Halmasd,2446000,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5,Femei_35-44
2417,141376,Hereclean,2447000,571.35,571.35,1904.5,1904.5,7618,380.9,571.35,1904.5,Femei_35-44
2418,141447,Hida,2448000,410.4,410.4,1368.0,1368.0,5472,273.6,410.4,1368.0,Femei_35-44
2419,141535,Horoatu Crasnei,2449000,390.15,390.15,1300.5,1300.5,5202,260.1,390.15,1300.5,Femei_35-44
2420,141580,Ileanda,2450000,364.8,364.8,1216.0,1216.0,4864,243.2,364.8,1216.0,Femei_35-44
2421,141722,Ip,2451000,567.45,567.45,1891.5,1891.5,7566,378.3,567.45,1891.5,Femei_35-44
2422,141786,Letca,2452000,271.65,271.65,905.5,905.5,3622,181.1,271.65,905.5,Femei_35-44
2423,141884,Lozna,2453000,145.05,145.05,483.5,483.5,1934,96.7,145.05,483.5,Femei_35-44
2424,141946,Marca,2454000,407.7,407.7,1359.0,1359.0,5436,271.8,407.7,1359.0,Femei_35-44
2425,142006,Maeriste,2455000,447.0,447.0,1490.0,1490.0,5960,298.0,447.0,1490.0,Femei_35-44
2426,142079,Mesesenii De Jos,2456000,468.0,468.0,1560.0,1560.0,6240,312.0,468.0,1560.0,Femei_35-44
2427,142122,Mirsid,2457000,361.05,361.05,1203.5,1203.5,4814,240.7,361.05,1203.5,Femei_35-44
2428,142177,Napradea,2458000,414.75,414.75,1382.5,1382.5,5530,276.5,414.75,1382.5,Femei_35-44
2429,142239,Nusfalau,2459000,588.75,588.75,1962.5,1962.5,7850,392.5,588.75,1962.5,Femei_35-44
2430,142284,Pericei,2460000,580.8,580.8,1936.0,1936.0,7744,387.2,580.8,1936.0,Femei_35-44
2431,142337,Plopis,2461000,388.65,388.65,1295.5,1295.5,5182,259.1,388.65,1295.5,Femei_35-44
2432,142373,Poiana Blenchii,2462000,184.35,184.35,614.5,614.5,2458,122.9,184.35,614.5,Femei_35-44
2433,142426,Romanasi,2463000,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5,Femei_35-44
2434,142499,Rus,2464000,162.6,162.6,542.0,542.0,2168,108.4,162.6,542.0,Femei_35-44
2435,142550,Salatig,2465000,411.15,411.15,1370.5,1370.5,5482,274.1,411.15,1370.5,Femei_35-44
2436,142612,Sag,2466000,499.65,499.65,1665.5,1665.5,6662,333.1,499.65,1665.5,Femei_35-44
2437,142676,Sanmihaiu Almasului,2467000,252.6,252.6,842.0,842.0,3368,168.4,252.6,842.0,Femei_35-44
2438,142710,Somes-Odorhei,2468000,416.55,416.55,1388.5,1388.5,5554,277.7,416.55,1388.5,Femei_35-44
2439,142774,Surduc,2469000,559.8,559.8,1866.0,1866.0,7464,373.2,559.8,1866.0,Femei_35-44
2440,142854,Samsud,2470000,275.1,275.1,917.0,917.0,3668,183.4,275.1,917.0,Femei_35-44
2441,142881,Sarmasag,2471000,999.9,999.9,3333.0,3333.0,13332,666.6,999.9,3333.0,Femei_35-44
2442,142952,Valcau De Jos,2472000,485.7,485.7,1619.0,1619.0,6476,323.8,485.7,1619.0,Femei_35-44
2443,143021,Varsolt,2473000,345.15,345.15,1150.5,1150.5,4602,230.1,345.15,1150.5,Femei_35-44
2444,143067,Zalha,2474000,136.35,136.35,454.5,454.5,1818,90.9,136.35,454.5,Femei_35-44
2445,143147,Zimbor,2475000,150.6,150.6,502.0,502.0,2008,100.4,150.6,502.0,Femei_35-44
2446,143450,Municipiul Sibiu,2476000,25482.0,25482.0,84940.0,84940.0,339760,16988.0,25482.0,84940.0,Femei_35-44
2447,143487,Cristian,2477000,628.95,628.95,2096.5,2096.5,8386,419.3,628.95,2096.5,Femei_35-44
2448,143502,Poplaca,2478000,272.25,272.25,907.5,907.5,3630,181.5,272.25,907.5,Femei_35-44
2449,143520,Rasinari,2479000,862.95,862.95,2876.5,2876.5,11506,575.3,862.95,2876.5,Femei_35-44
2450,143557,Selimbar,2480000,1387.95,1387.95,4626.5,4626.5,18506,925.3,1387.95,4626.5,Femei_35-44
2451,143619,Municipiul Medias,2481000,8791.05,8791.05,29303.5,29303.5,117214,5860.7,8791.05,29303.5,Femei_35-44
2452,143646,Tarnava,2482000,504.9,504.9,1683.0,1683.0,6732,336.6,504.9,1683.0,Femei_35-44
2453,143682,Oras Agnita,2483000,1811.7,1811.7,6039.0,6039.0,24156,1207.8,1811.7,6039.0,Femei_35-44
2454,143735,Oras Cisnadie,2484000,2900.25,2900.25,9667.5,9667.5,38670,1933.5,2900.25,9667.5,Femei_35-44
2455,143771,Oras Copsa Mica,2485000,910.05,910.05,3033.5,3033.5,12134,606.7,910.05,3033.5,Femei_35-44
2456,143806,Oras Dumbraveni,2486000,1302.75,1302.75,4342.5,4342.5,17370,868.5,1302.75,4342.5,Femei_35-44
2457,143851,Oras Ocna Sibiului,2487000,649.8,649.8,2166.0,2166.0,8664,433.2,649.8,2166.0,Femei_35-44
2458,143888,Altina,2488000,277.5,277.5,925.0,925.0,3700,185.0,277.5,925.0,Femei_35-44
2459,143922,Apoldu De Jos,2489000,198.3,198.3,661.0,661.0,2644,132.2,198.3,661.0,Femei_35-44
2460,143959,Arpasu De Jos,2490000,426.3,426.3,1421.0,1421.0,5684,284.2,426.3,1421.0,Femei_35-44
2461,143995,Atel,2491000,255.45,255.45,851.5,851.5,3406,170.3,255.45,851.5,Femei_35-44
2462,144054,Oras Avrig,2492000,2351.1,2351.1,7837.0,7837.0,31348,1567.4,2351.1,7837.0,Femei_35-44
2463,144116,Axente Sever,2493000,646.95,646.95,2156.5,2156.5,8626,431.3,646.95,2156.5,Femei_35-44
2464,144152,Bazna,2494000,636.0,636.0,2120.0,2120.0,8480,424.0,636.0,2120.0,Femei_35-44
2465,144198,Biertan,2495000,464.4,464.4,1548.0,1548.0,6192,309.6,464.4,1548.0,Femei_35-44
2466,144232,Barghis,2496000,335.7,335.7,1119.0,1119.0,4476,223.8,335.7,1119.0,Femei_35-44
2467,144303,Blajel,2497000,364.05,364.05,1213.5,1213.5,4854,242.7,364.05,1213.5,Femei_35-44
2468,144349,Brateiu,2498000,604.65,604.65,2015.5,2015.5,8062,403.1,604.65,2015.5,Femei_35-44
2469,144376,Bradeni,2499000,245.7,245.7,819.0,819.0,3276,163.8,245.7,819.0,Femei_35-44
2470,144410,Bruiu,2500000,139.05,139.05,463.5,463.5,1854,92.7,139.05,463.5,Femei_35-44
2471,144456,Chirpar,2501000,286.35,286.35,954.5,954.5,3818,190.9,286.35,954.5,Femei_35-44
2472,144508,Carta,2502000,174.0,174.0,580.0,580.0,2320,116.0,174.0,580.0,Femei_35-44
2473,144535,Cartisoara,2503000,199.2,199.2,664.0,664.0,2656,132.8,199.2,664.0,Femei_35-44
2474,144553,Darlos,2504000,534.9,534.9,1783.0,1783.0,7132,356.6,534.9,1783.0,Femei_35-44
2475,144599,Gura Raului,2505000,560.1,560.1,1867.0,1867.0,7468,373.4,560.1,1867.0,Femei_35-44
2476,144615,Hoghilag,2506000,364.35,364.35,1214.5,1214.5,4858,242.9,364.35,1214.5,Femei_35-44
2477,144651,Iacobeni,2507000,502.65,502.65,1675.5,1675.5,6702,335.1,502.65,1675.5,Femei_35-44
2478,144713,Jina,2508000,598.8,598.8,1996.0,1996.0,7984,399.2,598.8,1996.0,Femei_35-44
2479,144731,Laslea,2509000,627.45,627.45,2091.5,2091.5,8366,418.3,627.45,2091.5,Femei_35-44
2480,144795,Loamnes,2510000,438.0,438.0,1460.0,1460.0,5840,292.0,438.0,1460.0,Femei_35-44
2481,144866,Ludos,2511000,111.9,111.9,373.0,373.0,1492,74.6,111.9,373.0,Femei_35-44
2482,144893,Marpod,2512000,139.35,139.35,464.5,464.5,1858,92.9,139.35,464.5,Femei_35-44
2483,144928,Oras Miercurea Sibiului,2513000,722.1,722.1,2407.0,2407.0,9628,481.4,722.1,2407.0,Femei_35-44
2484,144964,Merghindeal,2514000,237.15,237.15,790.5,790.5,3162,158.1,237.15,790.5,Femei_35-44
2485,144991,Micasasa,2515000,336.45,336.45,1121.5,1121.5,4486,224.3,336.45,1121.5,Femei_35-44
2486,145042,Mihaileni,2516000,166.65,166.65,555.5,555.5,2222,111.1,166.65,555.5,Femei_35-44
2487,145104,Mosna,2517000,556.2,556.2,1854.0,1854.0,7416,370.8,556.2,1854.0,Femei_35-44
2488,145140,Nocrich,2518000,500.4,500.4,1668.0,1668.0,6672,333.6,500.4,1668.0,Femei_35-44
2489,145202,Orlat,2519000,500.1,500.1,1667.0,1667.0,6668,333.4,500.1,1667.0,Femei_35-44
2490,145220,Pauca,2520000,314.1,314.1,1047.0,1047.0,4188,209.4,314.1,1047.0,Femei_35-44
2491,145275,Poiana Sibiului,2521000,337.35,337.35,1124.5,1124.5,4498,224.9,337.35,1124.5,Femei_35-44
2492,145293,Porumbacu De Jos,2522000,487.5,487.5,1625.0,1625.0,6500,325.0,487.5,1625.0,Femei_35-44
2493,145355,Racovita,2523000,443.7,443.7,1479.0,1479.0,5916,295.8,443.7,1479.0,Femei_35-44
2494,145382,Rau Sadului,2524000,91.65,91.65,305.5,305.5,1222,61.1,91.65,305.5,Femei_35-44
2495,145408,Rosia,2525000,865.65,865.65,2885.5,2885.5,11542,577.1,865.65,2885.5,Femei_35-44
2496,145471,Sadu,2526000,382.2,382.2,1274.0,1274.0,5096,254.8,382.2,1274.0,Femei_35-44
2497,145499,Oras Saliste,2527000,890.85,890.85,2969.5,2969.5,11878,593.9,890.85,2969.5,Femei_35-44
2498,145603,Slimnic,2528000,588.6,588.6,1962.0,1962.0,7848,392.4,588.6,1962.0,Femei_35-44
2499,145667,Seica Mare,2529000,714.0,714.0,2380.0,2380.0,9520,476.0,714.0,2380.0,Femei_35-44
2500,145738,Seica Mica,2530000,277.95,277.95,926.5,926.5,3706,185.3,277.95,926.5,Femei_35-44
2501,145765,Sura Mare,2531000,684.75,684.75,2282.5,2282.5,9130,456.5,684.75,2282.5,Femei_35-44
2502,145792,Sura Mica,2532000,457.2,457.2,1524.0,1524.0,6096,304.8,457.2,1524.0,Femei_35-44
2503,145827,Oras Talmaciu,2533000,1225.5,1225.5,4085.0,4085.0,16340,817.0,1225.5,4085.0,Femei_35-44
2504,145907,Tilisca,2534000,226.35,226.35,754.5,754.5,3018,150.9,226.35,754.5,Femei_35-44
2505,145934,Turnu Rosu,2535000,363.45,363.45,1211.5,1211.5,4846,242.3,363.45,1211.5,Femei_35-44
2506,145961,Valea Viilor,2536000,338.1,338.1,1127.0,1127.0,4508,225.4,338.1,1127.0,Femei_35-44
2507,145998,Vurpar,2537000,432.75,432.75,1442.5,1442.5,5770,288.5,432.75,1442.5,Femei_35-44
2508,146012,Alma,2538000,297.3,297.3,991.0,991.0,3964,198.2,297.3,991.0,Femei_35-44
2509,146021,Boita,2539000,252.15,252.15,840.5,840.5,3362,168.1,252.15,840.5,Femei_35-44
2510,146263,Municipiul Suceava,2540000,17499.9,17499.9,58333.0,58333.0,233332,11666.6,17499.9,58333.0,Femei_35-44
2511,146281,Ipotesti,2541000,1086.3,1086.3,3621.0,3621.0,14484,724.2,1086.3,3621.0,Femei_35-44
2512,146325,Mitocu Dragomirnei,2542000,771.75,771.75,2572.5,2572.5,10290,514.5,771.75,2572.5,Femei_35-44
2513,146370,Oras Salcea,2543000,1573.35,1573.35,5244.5,5244.5,20978,1048.9,1573.35,5244.5,Femei_35-44
2514,146432,Scheia,2544000,1643.7,1643.7,5479.0,5479.0,21916,1095.8,1643.7,5479.0,Femei_35-44
2515,146502,Municipiul Campulung Moldovenesc,2545000,3023.7,3023.7,10079.0,10079.0,40316,2015.8,3023.7,10079.0,Femei_35-44
2516,146539,Municipiul Falticeni,2546000,4741.8,4741.8,15806.0,15806.0,63224,3161.2,4741.8,15806.0,Femei_35-44
2517,146584,Oras Gura Humorului,2547000,2561.1,2561.1,8537.0,8537.0,34148,1707.4,2561.1,8537.0,Femei_35-44
2518,146628,Municipiul Radauti,2548000,4984.05,4984.05,16613.5,16613.5,66454,3322.7,4984.05,16613.5,Femei_35-44
2519,146655,Oras Siret,2549000,1459.8,1459.8,4866.0,4866.0,19464,973.2,1459.8,4866.0,Femei_35-44
2520,146708,Oras Solca,2550000,394.5,394.5,1315.0,1315.0,5260,263.0,394.5,1315.0,Femei_35-44
2521,146744,Municipiul Vatra Dornei,2551000,2577.9,2577.9,8593.0,8593.0,34372,1718.6,2577.9,8593.0,Femei_35-44
2522,146799,Adancata,2552000,653.25,653.25,2177.5,2177.5,8710,435.5,653.25,2177.5,Femei_35-44
2523,146860,Arbore,2553000,1133.25,1133.25,3777.5,3777.5,15110,755.5,1133.25,3777.5,Femei_35-44
2524,146904,Baia,2554000,1122.75,1122.75,3742.5,3742.5,14970,748.5,1122.75,3742.5,Femei_35-44
2525,146931,Oras Milisauti,2555000,819.9,819.9,2733.0,2733.0,10932,546.6,819.9,2733.0,Femei_35-44
2526,146995,Balcauti,2556000,475.35,475.35,1584.5,1584.5,6338,316.9,475.35,1584.5,Femei_35-44
2527,147036,Bilca,2557000,583.35,583.35,1944.5,1944.5,7778,388.9,583.35,1944.5,Femei_35-44
2528,147054,Bogdanesti,2558000,623.85,623.85,2079.5,2079.5,8318,415.9,623.85,2079.5,Femei_35-44
2529,147072,Boroaia,2559000,719.1,719.1,2397.0,2397.0,9588,479.4,719.1,2397.0,Femei_35-44
2530,147134,Bosanci,2560000,1169.25,1169.25,3897.5,3897.5,15590,779.5,1169.25,3897.5,Femei_35-44
2531,147161,Botosana,2561000,393.3,393.3,1311.0,1311.0,5244,262.2,393.3,1311.0,Femei_35-44
2532,147205,Breaza,2562000,241.05,241.05,803.5,803.5,3214,160.7,241.05,803.5,Femei_35-44
2533,147241,Brodina,2563000,597.6,597.6,1992.0,1992.0,7968,398.4,597.6,1992.0,Femei_35-44
2534,147358,Oras Brosteni,2564000,976.35,976.35,3254.5,3254.5,13018,650.9,976.35,3254.5,Femei_35-44
2535,147465,Bunesti,2565000,415.35,415.35,1384.5,1384.5,5538,276.9,415.35,1384.5,Femei_35-44
2536,147526,Cacica,2566000,659.1,659.1,2197.0,2197.0,8788,439.4,659.1,2197.0,Femei_35-44
2537,147580,Calafindesti,2567000,447.3,447.3,1491.0,1491.0,5964,298.2,447.3,1491.0,Femei_35-44
2538,147633,Oras Cajvana,2568000,1420.65,1420.65,4735.5,4735.5,18942,947.1,1420.65,4735.5,Femei_35-44
2539,147660,Ilisesti,2569000,436.05,436.05,1453.5,1453.5,5814,290.7,436.05,1453.5,Femei_35-44
2540,147713,Carlibaba,2570000,290.25,290.25,967.5,967.5,3870,193.5,290.25,967.5,Femei_35-44
2541,147786,Cornu Luncii,2571000,1108.35,1108.35,3694.5,3694.5,14778,738.9,1108.35,3694.5,Femei_35-44
2542,147884,Crucea,2572000,315.15,315.15,1050.5,1050.5,4202,210.1,315.15,1050.5,Femei_35-44
2543,147937,Darmanesti,2573000,884.55,884.55,2948.5,2948.5,11794,589.7,884.55,2948.5,Femei_35-44
2544,148006,Oras Dolhasca,2574000,1719.75,1719.75,5732.5,5732.5,22930,1146.5,1719.75,5732.5,Femei_35-44
2545,148097,Dolhesti,2575000,575.55,575.55,1918.5,1918.5,7674,383.7,575.55,1918.5,Femei_35-44
2546,148131,Dorna-Arini,2576000,436.95,436.95,1456.5,1456.5,5826,291.3,436.95,1456.5,Femei_35-44
2547,148202,Dorna Candrenilor,2577000,460.65,460.65,1535.5,1535.5,6142,307.1,460.65,1535.5,Femei_35-44
2548,148293,Dornesti,2578000,726.0,726.0,2420.0,2420.0,9680,484.0,726.0,2420.0,Femei_35-44
2549,148328,Dragoiesti,2579000,389.55,389.55,1298.5,1298.5,5194,259.7,389.55,1298.5,Femei_35-44
2550,148382,Draguseni,2580000,394.2,394.2,1314.0,1314.0,5256,262.8,394.2,1314.0,Femei_35-44
2551,148426,Dumbraveni,2581000,1448.7,1448.7,4829.0,4829.0,19316,965.8,1448.7,4829.0,Femei_35-44
2552,148453,Fantanele,2582000,715.35,715.35,2384.5,2384.5,9538,476.9,715.35,2384.5,Femei_35-44
2553,148514,Forasti,2583000,705.3,705.3,2351.0,2351.0,9404,470.2,705.3,2351.0,Femei_35-44
2554,148612,Oras Frasin,2584000,995.25,995.25,3317.5,3317.5,13270,663.5,995.25,3317.5,Femei_35-44
2555,148667,Fratautii Noi,2585000,882.75,882.75,2942.5,2942.5,11770,588.5,882.75,2942.5,Femei_35-44
2556,148694,Fratautii Vechi,2586000,798.3,798.3,2661.0,2661.0,10644,532.2,798.3,2661.0,Femei_35-44
2557,148729,Frumosu,2587000,524.4,524.4,1748.0,1748.0,6992,349.6,524.4,1748.0,Femei_35-44
2558,148765,Fundu Moldovei,2588000,607.5,607.5,2025.0,2025.0,8100,405.0,607.5,2025.0,Femei_35-44
2559,148872,Galanesti,2589000,427.65,427.65,1425.5,1425.5,5702,285.1,427.65,1425.5,Femei_35-44
2560,148916,Gramesti,2590000,448.8,448.8,1496.0,1496.0,5984,299.2,448.8,1496.0,Femei_35-44
2561,148970,Granicesti,2591000,846.45,846.45,2821.5,2821.5,11286,564.3,846.45,2821.5,Femei_35-44
2562,149049,Horodniceni,2592000,552.9,552.9,1843.0,1843.0,7372,368.6,552.9,1843.0,Femei_35-44
2563,149101,Horodnic De Jos,2593000,368.7,368.7,1229.0,1229.0,4916,245.8,368.7,1229.0,Femei_35-44
2564,149138,Iacobeni,2594000,322.95,322.95,1076.5,1076.5,4306,215.3,322.95,1076.5,Femei_35-44
2565,149183,Izvoarele Sucevei,2595000,335.25,335.25,1117.5,1117.5,4470,223.5,335.25,1117.5,Femei_35-44
2566,149227,Oras Liteni,2596000,1553.85,1553.85,5179.5,5179.5,20718,1035.9,1553.85,5179.5,Femei_35-44
2567,149290,Marginea,2597000,1659.15,1659.15,5530.5,5530.5,22122,1106.1,1659.15,5530.5,Femei_35-44
2568,149316,Malini,2598000,1176.3,1176.3,3921.0,3921.0,15684,784.2,1176.3,3921.0,Femei_35-44
2569,149370,Manastirea Humorului,2599000,559.8,559.8,1866.0,1866.0,7464,373.2,559.8,1866.0,Femei_35-44
2570,149414,Moara,2600000,831.9,831.9,2773.0,2773.0,11092,554.6,831.9,2773.0,Femei_35-44
2571,149502,Moldova-Sulita,2601000,311.25,311.25,1037.5,1037.5,4150,207.5,311.25,1037.5,Femei_35-44
2572,149539,Moldovita,2602000,789.15,789.15,2630.5,2630.5,10522,526.1,789.15,2630.5,Femei_35-44
2573,149584,Musenita,2603000,283.8,283.8,946.0,946.0,3784,189.2,283.8,946.0,Femei_35-44
2574,149655,Ostra,2604000,476.4,476.4,1588.0,1588.0,6352,317.6,476.4,1588.0,Femei_35-44
2575,149682,Panaci,2605000,344.1,344.1,1147.0,1147.0,4588,229.4,344.1,1147.0,Femei_35-44
2576,149753,Paltinoasa,2606000,902.85,902.85,3009.5,3009.5,12038,601.9,902.85,3009.5,Femei_35-44
2577,149780,Partestii De Jos,2607000,419.55,419.55,1398.5,1398.5,5594,279.7,419.55,1398.5,Femei_35-44
2578,149833,Patrauti,2608000,807.15,807.15,2690.5,2690.5,10762,538.1,807.15,2690.5,Femei_35-44
2579,149851,Poiana Stampei,2609000,346.05,346.05,1153.5,1153.5,4614,230.7,346.05,1153.5,Femei_35-44
2580,149931,Pojorata,2610000,451.05,451.05,1503.5,1503.5,6014,300.7,451.05,1503.5,Femei_35-44
2581,149968,Preutesti,2611000,1066.95,1066.95,3556.5,3556.5,14226,711.3,1066.95,3556.5,Femei_35-44
2582,150043,Putna,2612000,583.65,583.65,1945.5,1945.5,7782,389.1,583.65,1945.5,Femei_35-44
2583,150070,Radaseni,2613000,634.35,634.35,2114.5,2114.5,8458,422.9,634.35,2114.5,Femei_35-44
2584,150114,Rasca,2614000,775.2,775.2,2584.0,2584.0,10336,516.8,775.2,2584.0,Femei_35-44
2585,150178,Sadova,2615000,376.2,376.2,1254.0,1254.0,5016,250.8,376.2,1254.0,Femei_35-44
2586,150196,Satu Mare,2616000,692.1,692.1,2307.0,2307.0,9228,461.4,692.1,2307.0,Femei_35-44
2587,150221,Siminicea,2617000,446.25,446.25,1487.5,1487.5,5950,297.5,446.25,1487.5,Femei_35-44
2588,150258,Slatina,2618000,840.15,840.15,2800.5,2800.5,11202,560.1,840.15,2800.5,Femei_35-44
2589,150294,Straja,2619000,887.1,887.1,2957.0,2957.0,11828,591.4,887.1,2957.0,Femei_35-44
2590,150310,Stroiesti,2620000,503.4,503.4,1678.0,1678.0,6712,335.6,503.4,1678.0,Femei_35-44
2591,150356,Stulpicani,2621000,914.4,914.4,3048.0,3048.0,12192,609.6,914.4,3048.0,Femei_35-44
2592,150418,Sucevita,2622000,475.95,475.95,1586.5,1586.5,6346,317.3,475.95,1586.5,Femei_35-44
2593,150445,Saru Dornei,2623000,636.0,636.0,2120.0,2120.0,8480,424.0,636.0,2120.0,Femei_35-44
2594,150524,Todiresti,2624000,805.5,805.5,2685.0,2685.0,10740,537.0,805.5,2685.0,Femei_35-44
2595,150588,Udesti,2625000,1195.5,1195.5,3985.0,3985.0,15940,797.0,1195.5,3985.0,Femei_35-44
2596,150702,Ulma,2626000,342.3,342.3,1141.0,1141.0,4564,228.2,342.3,1141.0,Femei_35-44
2597,150766,Vadu Moldovei,2627000,684.6,684.6,2282.0,2282.0,9128,456.4,684.6,2282.0,Femei_35-44
2598,150891,Valea Moldovei,2628000,668.7,668.7,2229.0,2229.0,8916,445.8,668.7,2229.0,Femei_35-44
2599,150935,Vama,2629000,928.35,928.35,3094.5,3094.5,12378,618.9,928.35,3094.5,Femei_35-44
2600,150980,Vatra Moldovitei,2630000,669.15,669.15,2230.5,2230.5,8922,446.1,669.15,2230.5,Femei_35-44
2601,151022,Veresti,2631000,1114.2,1114.2,3714.0,3714.0,14856,742.8,1114.2,3714.0,Femei_35-44
2602,151077,Vicovu De Jos,2632000,978.3,978.3,3261.0,3261.0,13044,652.2,978.3,3261.0,Femei_35-44
2603,151095,Oras Vicovu De Sus,2633000,2426.4,2426.4,8088.0,8088.0,32352,1617.6,2426.4,8088.0,Femei_35-44
2604,151120,Volovat,2634000,856.65,856.65,2855.5,2855.5,11422,571.1,856.65,2855.5,Femei_35-44
2605,151157,Vulturesti,2635000,539.55,539.55,1798.5,1798.5,7194,359.7,539.55,1798.5,Femei_35-44
2606,151246,Zamostea,2636000,466.65,466.65,1555.5,1555.5,6222,311.1,466.65,1555.5,Femei_35-44
2607,151344,Zvoristea,2637000,919.5,919.5,3065.0,3065.0,12260,613.0,919.5,3065.0,Femei_35-44
2608,151433,Comanesti,2638000,356.55,356.55,1188.5,1188.5,4754,237.7,356.55,1188.5,Femei_35-44
2609,151442,Iaslovat,2639000,663.0,663.0,2210.0,2210.0,8840,442.0,663.0,2210.0,Femei_35-44
2610,151451,Ciocanesti,2640000,217.2,217.2,724.0,724.0,2896,144.8,217.2,724.0,Femei_35-44
2611,151460,Serbauti,2641000,490.8,490.8,1636.0,1636.0,6544,327.2,490.8,1636.0,Femei_35-44
2612,151479,Horodnic De Sus,2642000,787.05,787.05,2623.5,2623.5,10494,524.7,787.05,2623.5,Femei_35-44
2613,151488,Fantana Mare,2643000,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5,Femei_35-44
2614,151497,Cosna,2644000,225.3,225.3,751.0,751.0,3004,150.2,225.3,751.0,Femei_35-44
2615,151503,Capu Campului,2645000,373.35,373.35,1244.5,1244.5,4978,248.9,373.35,1244.5,Femei_35-44
2616,151512,Hantesti,2646000,595.05,595.05,1983.5,1983.5,7934,396.7,595.05,1983.5,Femei_35-44
2617,151521,Burla,2647000,353.85,353.85,1179.5,1179.5,4718,235.9,353.85,1179.5,Femei_35-44
2618,151530,Balaceana,2648000,231.3,231.3,771.0,771.0,3084,154.2,231.3,771.0,Femei_35-44
2619,151549,Hartop,2649000,391.35,391.35,1304.5,1304.5,5218,260.9,391.35,1304.5,Femei_35-44
2620,151558,Voitinel,2650000,739.05,739.05,2463.5,2463.5,9854,492.7,739.05,2463.5,Femei_35-44
2621,151567,Ciprian Porumbescu,2651000,325.2,325.2,1084.0,1084.0,4336,216.8,325.2,1084.0,Femei_35-44
2622,151576,Berchisesti,2652000,442.65,442.65,1475.5,1475.5,5902,295.1,442.65,1475.5,Femei_35-44
2623,151585,Poieni-Solca,2653000,319.8,319.8,1066.0,1066.0,4264,213.2,319.8,1066.0,Femei_35-44
2624,151683,Municipiul Turnu Magurele,2654000,4502.1,4502.1,15007.0,15007.0,60028,3001.4,4502.1,15007.0,Femei_35-44
2625,151709,Ciuperceni,2655000,232.5,232.5,775.0,775.0,3100,155.0,232.5,775.0,Femei_35-44
2626,151736,Islaz,2656000,794.4,794.4,2648.0,2648.0,10592,529.6,794.4,2648.0,Femei_35-44
2627,151763,Lita,2657000,391.95,391.95,1306.5,1306.5,5226,261.3,391.95,1306.5,Femei_35-44
2628,151790,Municipiul Alexandria,2658000,7820.25,7820.25,26067.5,26067.5,104270,5213.5,7820.25,26067.5,Femei_35-44
2629,151816,Nanov,2659000,536.4,536.4,1788.0,1788.0,7152,357.6,536.4,1788.0,Femei_35-44
2630,151834,Poroschia,2660000,680.7,680.7,2269.0,2269.0,9076,453.8,680.7,2269.0,Femei_35-44
2631,151870,Municipiul Rosiori De Vede,2661000,4895.55,4895.55,16318.5,16318.5,65274,3263.7,4895.55,16318.5,Femei_35-44
