Siruta,Localitate,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
154754,Trivalea-Mosteni,90200,885764,17450,2704,270600,906959,266093,90225,3086,184931,3103,193732,817025
154790,Troianul,91064,888441,16910,2705,271342,903405,260892,91763,3087,180400,3104,178596,813362
154834,Tiganesti,219629,886746,17313,2706,273783,903000,263850,94182,3088,198982,3105,179077,812892
154852,Vedea,90300,886746,17460,2707,270900,907959,266382,90325,3089,185131,3106,193930,817925
154914,Viisoara,91164,889423,16920,2708,271642,904405,261181,91863,3090,180600,3107,178794,814262
154932,Vartoape,219729,887728,17323,2709,274083,904000,264139,94282,3091,199182,3108,179275,813792
154978,Zambreasca,90400,887728,17470,2710,271200,908959,266671,90425,3092,185331,3109,194128,818825
154996,Nenciulesti,91264,890405,16930,2711,271942,905405,261470,91963,3093,180800,3110,178992,815162
155083,Beciu,219829,888710,17333,2712,274383,905000,264428,94382,3094,199382,3111,179473,814692
155092,Beuca,90500,888710,17480,2713,271500,909959,266960,90525,3095,185531,3112,194326,819725
155109,Dracea,91364,891387,16940,2714,272242,906405,261759,92063,3096,181000,3113,179190,816062
155118,Fantanele,219929,889692,17343,2715,274683,906000,264717,94482,3097,199582,3114,179671,815592
155127,Frasinet,90600,889692,17490,2716,271800,910959,267249,90625,3098,185731,3115,194524,820625
155136,Purani,91464,892369,16950,2717,272542,907405,262048,92163,3099,181200,3116,179388,816962
155145,Saelele,220029,890674,17353,2718,274983,907000,265006,94582,3100,199782,3117,179869,816492
155154,Uda-Clocociov,90700,890674,17500,2719,272100,911959,267538,90725,3101,185931,3118,194722,821525
155243,Municipiul Timisoara,91564,893351,16960,2720,272842,908405,262337,92263,3102,181400,3119,179586,817862
155261,Dumbravita,220129,891656,17363,2721,275283,908000,265295,94682,3103,199982,3120,180067,817392
155289,Ghiroda,90800,891656,17510,2722,272400,912959,267827,90825,3104,186131,3121,194920,822425
155314,Giroc,91664,894333,16970,2723,273142,909405,262626,92363,3105,181600,3122,179784,818762
155350,Municipiul Lugoj,220229,892638,17373,2724,275583,909000,265584,94782,3106,200182,3123,180265,818292
155403,Oras Buzias,90900,892638,17520,2725,272700,913959,268116,90925,3107,186331,3124,195118,823325
155458,Oras Deta,91764,895315,16980,2726,273442,910405,262915,92463,3108,181800,3125,179982,819662
155494,Oras Jimbolia,220329,893620,17383,2727,275883,910000,265873,94882,3109,200382,3126,180463,819192
155528,Oras Sannicolau Mare,91000,893620,17530,2728,273000,914959,268405,91025,3110,186531,3127,195316,824225
155546,Balint,91864,896297,16990,2729,273742,911405,263204,92563,3111,182000,3128,180180,820562
155591,Banloc,220429,894602,17393,2730,276183,911000,266162,94982,3112,200582,3129,180661,820092
155662,Bara,91100,894602,17540,2731,273300,915959,268694,91125,3113,186731,3130,195514,825125
155724,Beba Veche,91964,897279,17000,2732,274042,912405,263493,92663,3114,182200,3131,180378,821462
155760,Becicherecu Mic,220529,895584,17403,2733,276483,912000,266451,95082,3115,200782,3132,180859,820992
155797,Belint,91200,895584,17550,2734,273600,916959,268983,91225,3116,186931,3133,195712,826025
155840,Bethausen,92064,898261,17010,2735,274342,913405,263782,92763,3117,182400,3134,180576,822362
155911,Biled,220629,896566,17413,2736,276783,913000,266740,95182,3118,200982,3135,181057,821892
155957,Barna,91300,896566,17560,2737,273900,917959,269272,91325,3119,187131,3136,195910,826925
156035,Bogda,92164,899243,17020,2738,274642,914405,264071,92863,3120,182600,3137,180774,823262
156106,Boldur,220729,897548,17423,2739,277083,914000,267029,95282,3121,201182,3138,181255,822792
156151,Brestovat,91400,897548,17570,2740,274200,918959,269561,91425,3122,187331,3139,196108,827825
156213,Carpinis,92264,900225,17030,2741,274942,915405,264360,92963,3123,182800,3140,180972,824162
156259,Cenad,220829,898530,17433,2742,277383,915000,267318,95382,3124,201382,3141,181453,823692
156277,Cenei,91500,898530,17580,2743,274500,919959,269850,91525,3125,187531,3142,196306,828725
156311,Cheveresu Mare,92364,901207,17040,2744,275242,916405,264649,93063,3126,183000,3143,181170,825062
156357,Oras Ciacova,220929,899512,17443,2745,277683,916000,267607,95482,3127,201582,3144,181651,824592
156437,Comlosu Mare,91600,899512,17590,2746,274800,920959,270139,91625,3128,187731,3145,196504,829625
156473,Costeiu,92464,902189,17050,2747,275542,917405,264938,93163,3129,183200,3146,181368,825962
156534,Criciova,221029,900494,17453,2748,277983,917000,267896,95582,3130,201782,3147,181849,825492
156589,Curtea,91700,900494,17600,2749,275100,921959,270428,91725,3131,187931,3148,196702,830525
156623,Darova,92564,903171,17060,2750,275842,918405,265227,93263,3132,183400,3149,181566,826862
156669,Denta,221129,901476,17463,2751,278283,918000,268185,95682,3133,201982,3150,182047,826392
156712,Dudestii Vechi,91800,901476,17610,2752,275400,922959,270717,91825,3134,188131,3151,196900,831425
156767,Dumbrava,92664,904153,17070,2753,276142,919405,265516,93363,3135,183600,3152,181764,827762
156801,Oras Faget,221229,902458,17473,2754,278583,919000,268474,95782,3136,202182,3153,182245,827292
156927,Fardea,91900,902458,17620,2755,275700,923959,271006,91925,3137,188331,3154,197098,832325
157004,Foeni,92764,905135,17080,2756,276442,920405,265805,93463,3138,183800,3155,181962,828662
157031,Gavojdia,221329,903440,17483,2757,278883,920000,268763,95882,3139,202382,3156,182443,828192
157086,Oras Gataia,92000,903440,17630,2758,276000,924959,271295,92025,3140,188531,3157,197296,833225
157193,Ghizela,92864,906117,17090,2759,276742,921405,266094,93563,3141,184000,3158,182160,829562
157246,Giarmata,221429,904422,17493,2760,279183,921000,269052,95982,3142,202582,3159,182641,829092
157273,Giera,92100,904422,17640,2761,276300,925959,271584,92125,3143,188731,3160,197494,834125
157317,Giulvaz,92964,907099,17100,2762,277042,922405,266383,93663,3144,184200,3161,182358,830462
157362,Jamu Mare,221529,905404,17503,2763,279483,922000,269341,96082,3145,202782,3162,182839,829992
157424,Jebel,92200,905404,17650,2764,276600,926959,271873,92225,3146,188931,3163,197692,835025
157451,Lenauheim,93064,908081,17110,2765,277342,923405,266672,93763,3147,184400,3164,182556,831362
157497,Liebling,221629,906386,17513,2766,279783,923000,269630,96182,3148,202982,3165,183037,830892
157530,Lovrin,92300,906386,17660,2767,276900,927959,272162,92325,3149,189131,3166,197890,835925
157585,Margina,93164,909063,17120,2768,277642,924405,266961,93863,3150,184600,3167,182754,832262
157683,Masloc,221729,907368,17523,2769,280083,924000,269919,96282,3151,203182,3168,183235,831792
157736,Manastiur,92400,907368,17670,2770,277200,928959,272451,92425,3152,189331,3169,198088,836825
157781,Moravita,93264,910045,17130,2771,277942,925405,267250,93963,3153,184800,3170,182952,833162
157834,Mosnita Noua,221829,908350,17533,2772,280383,925000,270208,96382,3154,203382,3171,183433,832692
157898,Nadrag,92500,908350,17680,2773,277500,929959,272740,92525,3155,189531,3172,198286,837725
157923,Nitchidorf,93364,911027,17140,2774,278242,926405,267539,94063,3156,185000,3173,183150,834062
157969,Ohaba Lunga,221929,909332,17543,2775,280683,926000,270497,96482,3157,203582,3174,183631,833592
158010,Ortisoara,92600,909332,17690,2776,277800,930959,273029,92625,3158,189731,3175,198484,838625
158065,Peciu Nou,93464,912009,17150,2777,278542,927405,267828,94163,3159,185200,3176,183348,834962
158109,Periam,222029,910314,17553,2778,280983,927000,270786,96582,3160,203782,3177,183829,834492
158136,Pietroasa,92700,910314,17700,2779,278100,931959,273318,92725,3161,189931,3178,198682,839525
158181,Pischia,93564,912991,17160,2780,278842,928405,268117,94263,3162,185400,3179,183546,835862
158243,Racovita,222129,911296,17563,2781,281283,928000,271075,96682,3163,203982,3180,184027,835392
158314,Oras Recas,92800,911296,17710,2782,278400,932959,273607,92825,3164,190131,3181,198880,840425
158396,Remetea Mare,93664,913973,17170,2783,279142,929405,268406,94363,3165,185600,3182,183744,836762
158449,Sacosu Turcesc,222229,912278,17573,2784,281583,929000,271364,96782,3166,204182,3183,184225,836292
158528,Satchinez,92900,912278,17720,2785,278700,933959,273896,92925,3167,190331,3184,199078,841325
158564,Sacalaz,93764,914955,17180,2786,279442,930405,268695,94463,3168,185800,3185,183942,837662
158608,Secas,222329,913260,17583,2787,281883,930000,271653,96882,3169,204382,3186,184423,837192
158653,Sanandrei,93000,913260,17730,2788,279000,934959,274185,93025,3170,190531,3187,199276,842225
158699,Sanmihaiu Roman,93864,915937,17190,2789,279742,931405,268984,94563,3171,186000,3188,184140,838562
158733,Sanpetru Mare,222429,914242,17593,2790,282183,931000,271942,96982,3172,204582,3189,184621,838092
158779,Sag,93100,914242,17740,2791,279300,935959,274474,93125,3173,190731,3190,199474,843125
158804,Stiuca,93964,916919,17200,2792,280042,932405,269273,94663,3174,186200,3191,184338,839462
158859,Teremia Mare,222529,915224,17603,2793,282483,932000,272231,97082,3175,204782,3192,184819,838992
158895,Tomesti,93200,915224,17750,2794,279600,936959,274763,93225,3176,190931,3193,199672,844025
158966,Topolovatu Mare,94064,917901,17210,2795,280342,933405,269562,94763,3177,186400,3194,184536,840362
159035,Tormac,222629,916206,17613,2796,282783,933000,272520,97182,3178,204982,3195,185017,839892
159071,Traian Vuia,93300,916206,17760,2797,279900,937959,275052,93325,3179,191131,3196,199870,844925
159142,Uivar,94164,918883,17220,2798,280642,934405,269851,94863,3180,186600,3197,184734,841262
159213,Varias,222729,917188,17623,2799,283083,934000,272809,97282,3181,205182,3198,185215,840792
159259,Victor Vlad Delamarina,93400,917188,17770,2800,280200,938959,275341,93425,3182,191331,3199,200068,845825
159339,Voiteg,94264,919865,17230,2801,280942,935405,270140,94963,3183,186800,3200,184932,842162
159366,Birda,222829,918170,17633,2802,283383,935000,273098,97382,3184,205382,3201,185413,841692
159375,Checea,93500,918170,17780,2803,280500,939959,275630,93525,3185,191531,3202,200266,846725
159384,Dudestii Noi,94364,920847,17240,2804,281242,936405,270429,95063,3186,187000,3203,185130,843062
159393,Fibis,222929,919152,17643,2805,283683,936000,273387,97482,3187,205582,3204,185611,842592
159400,Ghilad,93600,919152,17790,2806,280800,940959,275919,93625,3188,191731,3205,200464,847625
159419,Gottlob,94464,921829,17250,2807,281542,937405,270718,95163,3189,187200,3206,185328,843962
159428,Iecea Mare,223029,920134,17653,2808,283983,937000,273676,97582,3190,205782,3207,185809,843492
159437,Parta,93700,920134,17800,2809,281100,941959,276208,93725,3191,191931,3208,200662,848525
159446,Padureni,94564,922811,17260,2810,281842,938405,271007,95263,3192,187400,3209,185526,844862
159455,Saravale,223129,921116,17663,2811,284283,938000,273965,97682,3193,205982,3210,186007,844392
159464,Sandra,93800,921116,17810,2812,281400,942959,276497,93825,3194,192131,3211,200860,849425
159473,Tomnatic,94664,923793,17270,2813,282142,939405,271296,95363,3195,187600,3212,185724,845762
159482,Valcani,223229,922098,17673,2814,284583,939000,274254,97782,3196,206182,3213,186205,845292
159491,Livezile,93900,922098,17820,2815,281700,943959,276786,93925,3197,192331,3214,201058,850325
159507,Pesac,94764,924775,17280,2816,282442,940405,271585,95463,3198,187800,3215,185922,846662
159516,Bucovat,223329,923080,17683,2817,284883,940000,274543,97882,3199,206382,3216,186403,846192
159525,Otelec,94000,923080,17830,2818,282000,944959,277075,94025,3200,192531,3217,201256,851225
159614,Municipiul Tulcea,94864,925757,17290,2819,282742,941405,271874,95563,3201,188000,3218,186120,847562
159650,Oras Babadag,223429,924062,17693,2820,285183,941000,274832,97982,3202,206582,3219,186601,847092
159687,Oras Isaccea,94100,924062,17840,2821,282300,945959,277364,94125,3203,192731,3220,201454,852125
159730,Oras Macin,94964,926739,17300,2822,283042,942405,272163,95663,3204,188200,3221,186318,848462
159767,Oras Sulina,223529,925044,17703,2823,285483,942000,275121,98082,3205,206782,3222,186799,847992
159785,Baia,94200,925044,17850,2824,282600,946959,277653,94225,3206,192931,3223,201652,853025
159847,Beidaud,95064,927721,17310,2825,283342,943405,272452,95763,3207,188400,3224,186516,849362
159883,C.a. Rosetti,223629,926026,17713,2826,285783,943000,275410,98182,3208,206982,3225,186997,848892
159945,Carcaliu,94300,926026,17860,2827,282900,947959,277942,94325,3209,193131,3226,201850,853925
159963,Casimcea,95164,928703,17320,2828,283642,944405,272741,95863,3210,188600,3227,186714,850262
160047,Ceatalchioi,223729,927008,17723,2829,286083,944000,275699,98282,3211,207182,3228,187195,849792
160092,Ceamurlia De Jos,94400,927008,17870,2830,283200,948959,278231,94425,3212,193331,3229,202048,854825
160127,Cerna,95264,929685,17330,2831,283942,945405,273030,95963,3213,188800,3230,186912,851162
160172,Chilia Veche,223829,927990,17733,2832,286383,945000,275988,98382,3214,207382,3231,187393,850692
160225,Ciucurova,94500,927990,17880,2833,283500,949959,278520,94525,3215,193531,3232,202246,855725
160261,Crisan,95364,930667,17340,2834,284242,946405,273319,96063,3216,189000,3233,187110,852062
160305,Daeni,223929,928972,17743,2835,286683,946000,276277,98482,3217,207582,3234,187591,851592
160323,Dorobantu,94600,928972,17890,2836,283800,950959,278809,94625,3218,193731,3235,202444,856625
160387,Frecatei,95464,931649,17350,2837,284542,947405,273608,96163,3219,189200,3236,187308,852962
160430,Greci,224029,929954,17753,2838,286983,947000,276566,98582,3220,207782,3237,187789,852492
160458,Grindu,94700,929954,17900,2839,284100,951959,279098,94725,3221,193931,3238,202642,857525
160476,Hamcearca,95564,932631,17360,2840,284842,948405,273897,96263,3222,189400,3239,187506,853862
160528,Horia,224129,930936,17763,2841,287283,948000,276855,98682,3223,207982,3240,187987,853392
160564,Izvoarele,94800,930936,17910,2842,284400,952959,279387,94825,3224,194131,3241,202840,858425
160617,Jijila,95664,933613,17370,2843,285142,949405,274186,96363,3225,189600,3242,187704,854762
160644,Jurilovca,224229,931918,17773,2844,287583,949000,277144,98782,3226,208182,3243,188185,854292
160680,Luncavita,94900,931918,17920,2845,284700,953959,279676,94925,3227,194331,3244,203038,859325
160724,Mahmudia,95764,934595,17380,2846,285442,950405,274475,96463,3228,189800,3245,187902,855662
160779,Maliuc,224329,932900,17783,2847,287883,950000,277433,98882,3229,208382,3246,188383,855192
160831,Mihai Bravu,95000,932900,17930,2848,285000,954959,279965,95025,3230,194531,3247,203236,860225
160877,Mihail Kogalniceanu,95864,935577,17390,2849,285742,951405,274764,96563,3231,190000,3248,188100,856562
160911,Murighiol,224429,933882,17793,2850,288183,951000,277722,98982,3232,208582,3249,188581,856092
160993,Nalbant,95100,933882,17940,2851,285300,955959,280254,95125,3233,194731,3250,203434,861125
161035,Niculitel,95964,936559,17400,2852,286042,952405,275053,96663,3234,190200,3251,188298,857462
161053,Nufaru,224529,934864,17803,2853,288483,952000,278011,99082,3235,208782,3252,188779,856992
161106,Ostrov,95200,934864,17950,2854,285600,956959,280543,95225,3236,194931,3253,203632,862025
161133,Pardina,96064,937541,17410,2855,286342,953405,275342,96763,3237,190400,3254,188496,858362
161151,Peceneaga,224629,935846,17813,2856,288783,953000,278300,99182,3238,208982,3255,188977,857892
161179,Sarichioi,95300,935846,17960,2857,285900,957959,280832,95325,3239,195131,3256,203830,862925
161231,Sfantu Gheorghe,96164,938523,17420,2858,286642,954405,275631,96863,3240,190600,3257,188694,859262
161259,Slava Cercheza,224729,936828,17823,2859,289083,954000,278589,99282,3241,209182,3258,189175,858792
161286,Smardan,95400,936828,17970,2860,286200,958959,281121,95425,3242,195331,3259,204028,863825
161302,Somova,96264,939505,17430,2861,286942,955405,275920,96963,3243,190800,3260,188892,860162
161348,Stejaru,224829,937810,17833,2862,289383,955000,278878,99382,3244,209382,3261,189373,859692
161384,Topolog,95500,937810,17980,2863,286500,959959,281410,95525,3245,195531,3262,204226,864725
161464,Turcoaia,96364,940487,17440,2864,287242,956405,276209,97063,3246,191000,3263,189090,861062
161482,Valea Nucarilor,224929,938792,17843,2865,289683,956000,279167,99482,3247,209582,3264,189571,860592
161525,I.c.bratianu,95600,938792,17990,2866,286800,960959,281699,95625,3248,195731,3265,204424,865625
161543,Vacareni,96464,941469,17450,2867,287542,957405,276498,97163,3249,191200,3266,189288,861962
161552,Bestepe,225029,939774,17853,2868,289983,957000,279456,99582,3250,209782,3267,189769,861492
161561,Valea Teilor,95700,939774,18000,2869,287100,961959,281988,95725,3251,195931,3268,204622,866525
161794,Municipiul Barlad,96564,942451,17460,2870,287842,958405,276787,97263,3252,191400,3269,189486,862862
161829,Municipiul Husi,225129,940756,17863,2871,290283,958000,279745,99682,3253,209982,3270,189967,862392
161856,Oras Negresti,95800,940756,18010,2872,287400,962959,282277,95825,3254,196131,3271,204820,867425
161945,Municipiul Vaslui,96664,943433,17470,2873,288142,959405,277076,97363,3255,191600,3272,189684,863762
162014,Albesti,225229,941738,17873,2874,290583,959000,280034,99782,3256,210182,3273,190165,863292
162069,Alexandru Vlahuta,95900,941738,18020,2875,287700,963959,282566,95925,3257,196331,3274,205018,868325
162149,Arsura,96764,944415,17480,2876,288442,960405,277365,97463,3258,191800,3275,189882,864662
162194,Banca,225329,942720,17883,2877,290883,960000,280323,99882,3259,210382,3276,190363,864192
162327,Bacani,96000,942720,18030,2878,288000,964959,282855,96025,3260,196531,3277,205216,869225
162381,Bacesti,96864,945397,17490,2879,288742,961405,277654,97563,3261,192000,3278,190080,865562
162452,Balteni,225429,943702,17893,2880,291183,961000,280612,99982,3262,210582,3279,190561,865092
162498,Berezeni,96100,943702,18040,2881,288300,965959,283144,96125,3263,196731,3280,205414,870125
162559,Blagesti,96964,946379,17500,2882,289042,962405,277943,97663,3264,192200,3281,190278,866462
162595,Bogdana,225529,944684,17903,2883,291483,962000,280901,100082,3265,210782,3282,190759,865992
162693,Bogdanesti,96200,944684,18050,2884,288600,966959,283433,96225,3266,196931,3283,205612,871025
162791,Bogdanita,97064,947361,17510,2885,289342,963405,278232,97763,3267,192400,3284,190476,867362
162871,Botesti,225629,945666,17913,2886,291783,963000,281190,100182,3268,210982,3285,190957,866892
162924,Bunesti-Averesti,96300,945666,18060,2887,288900,967959,283722,96325,3269,197131,3286,205810,871925
163002,Codaesti,97164,948343,17520,2888,289642,964405,278521,97863,3270,192600,3287,190674,868262
163057,Coroiesti,225729,946648,17923,2889,292083,964000,281479,100282,3271,211182,3288,191155,867792
163137,Costesti,96400,946648,18070,2890,289200,968959,284011,96425,3272,197331,3289,206008,872825
163208,Cretesti,97264,949325,17530,2891,289942,965405,278810,97963,3273,192800,3290,190872,869162
163253,Danesti,225829,947630,17933,2892,292383,965000,281768,100382,3274,211382,3291,191353,868692
163324,Deleni,96500,947630,18080,2893,289500,969959,284300,96525,3275,197531,3292,206206,873725
163379,Delesti,97364,950307,17540,2894,290242,966405,279099,98063,3276,193000,3293,191070,870062
163486,Dragomiresti,225929,948612,17943,2895,292683,966000,282057,100482,3277,211582,3294,191551,869592
163618,Dranceni,96600,948612,18090,2896,289800,970959,284589,96625,3278,197731,3295,206404,874625
163681,Duda-Epureni,97464,951289,17550,2897,290542,967405,279388,98163,3279,193200,3296,191268,870962
163734,Dumesti,226029,949594,17953,2898,292983,967000,282346,100582,3280,211782,3297,191749,870492
163789,Epureni,96700,949594,18100,2899,290100,971959,284878,96725,3281,197931,3298,206602,875525
163832,Falciu,97564,952271,17560,2900,290842,968405,279677,98263,3282,193400,3299,191466,871862
163903,Gagesti,226129,950576,17963,2901,293283,968000,282635,100682,3283,211982,3300,191947,871392
163967,Gherghesti,96800,950576,18110,2902,290400,972959,285167,96825,3284,198131,3301,206800,876425
164062,Garceni,97664,953253,17570,2903,291142,969405,279966,98363,3285,193600,3302,191664,872762
164133,Grivita,226229,951558,17973,2904,293583,969000,282924,100782,3286,212182,3303,192145,872292
164197,Hoceni,96900,951558,18120,2905,290700,973959,285456,96925,3287,198331,3304,206998,877325
164277,Dimitrie Cantemir,97764,954235,17580,2906,291442,970405,280255,98463,3288,193800,3305,191862,873662
164339,Iana,226329,952540,17983,2907,293883,970000,283213,100882,3289,212382,3306,192343,873192
164393,Ivanesti,97000,952540,18130,2908,291000,974959,285745,97025,3290,198531,3307,207196,878225
164543,Ivesti,97864,955217,17590,2909,291742,971405,280544,98563,3291,194000,3308,192060,874562
164598,Laza,226429,953522,17993,2910,294183,971000,283502,100982,3292,212582,3309,192541,874092
164687,Lipovat,97100,953522,18140,2911,291300,975959,286034,97125,3293,198731,3310,207394,879125
164749,Lunca Banului,97964,956199,17600,2912,292042,972405,280833,98663,3294,194200,3311,192258,875462
164829,Malusteni,226529,954504,18003,2913,294483,972000,283791,101082,3295,212782,3312,192739,874992
164892,Miclesti,97200,954504,18150,2914,291600,976959,286323,97225,3296,198931,3313,207592,880025
164936,Muntenii De Jos,98064,957181,17610,2915,292342,973405,281122,98763,3297,194400,3314,192456,876362
164981,Oras Murgeni,226629,955486,18013,2916,294783,973000,284080,101182,3298,212982,3315,192937,875892
165069,Oltenesti,97300,955486,18160,2917,291900,977959,286612,97325,3299,199131,3316,207790,880925
165130,Osesti,98164,958163,17620,2918,292642,974405,281411,98863,3300,194600,3317,192654,877262
165185,Padureni,226729,956468,18023,2919,295083,974000,284369,101282,3301,213182,3318,193135,876792
165274,Perieni,97400,956468,18170,2920,292200,978959,286901,97425,3302,199331,3319,207988,881825
165336,Poienesti,98264,959145,17630,2921,292942,975405,281700,98963,3303,194800,3320,192852,878162
165416,Pogana,226829,957450,18033,2922,295383,975000,284658,101382,3304,213382,3321,193333,877692
165470,Puiesti,97500,957450,18180,2923,292500,979959,287190,97525,3305,199531,3322,208186,882725
165611,Pungesti,98364,960127,17640,2924,293242,976405,281989,99063,3306,195000,3323,193050,879062
165719,Rebricea,226929,958432,18043,2925,295683,976000,284947,101482,3307,213582,3324,193531,878592
165817,Rosiesti,97600,958432,18190,2926,292800,980959,287479,97625,3308,199731,3325,208384,883625
165899,Solesti,98464,961109,17650,2927,293542,977405,282278,99163,3309,195200,3326,193248,879962
165979,Stanilesti,227029,959414,18053,2928,295983,977000,285236,101582,3310,213782,3327,193729,879492
166057,Stefan Cel Mare,97700,959414,18200,2929,293100,981959,287768,97725,3311,199931,3328,208582,884525
166137,Suletea,98564,962091,17660,2930,293842,978405,282567,99263,3312,195400,3329,193446,880862
166182,Tanacu,227129,960396,18063,2931,296283,978000,285525,101682,3313,213982,3330,193927,880392
166235,Tacuta,97800,960396,18210,2932,293400,982959,288057,97825,3314,200131,3331,208780,885425
166315,Tatarani,98664,963073,17670,2933,294142,979405,282856,99363,3315,195600,3332,193644,881762
166413,Todiresti,227229,961378,18073,2934,296583,979000,285814,101782,3316,214182,3333,194125,881292
166529,Tutova,97900,961378,18220,2935,293700,983959,288346,97925,3317,200331,3334,208978,886325
166636,Valeni,98764,964055,17680,2936,294442,980405,283145,99463,3318,195800,3335,193842,882662
166672,Vetrisoaia,227329,962360,18083,2937,296883,980000,286103,101882,3319,214382,3336,194323,882192
166707,Viisoara,98000,962360,18230,2938,294000,984959,288635,98025,3320,200531,3337,209176,887225
166770,Vinderei,98864,965037,17690,2939,294742,981405,283434,99563,3321,196000,3338,194040,883562
166869,Voinesti,227429,963342,18093,2940,297183,981000,286392,101982,3322,214582,3339,194521,883092
166985,Vulturesti,98100,963342,18240,2941,294300,985959,288924,98125,3323,200731,3340,209374,888125
167035,Vutcani,98964,966019,17700,2942,295042,982405,283723,99663,3324,196200,3341,194238,884462
167071,Zapodeni,227529,964324,18103,2943,297483,982000,286681,102082,3325,214782,3342,194719,883992
167179,Zorleni,98200,964324,18250,2944,294600,986959,289213,98225,3326,200931,3343,209572,889025
167222,Ibanesti,99064,967001,17710,2945,295342,983405,284012,99763,3327,196400,3344,194436,885362
167231,Fruntiseni,227629,965306,18113,2946,297783,983000,286970,102182,3328,214982,3345,194917,884892
167240,Rafaila,98300,965306,18260,2947,294900,987959,289502,98325,3329,201131,3346,209770,889925
167259,Pogonesti,99164,967983,17720,2948,295642,984405,284301,99863,3330,196600,3347,194634,886262
167268,Ciocani,227729,966288,18123,2949,298083,984000,287259,102282,3331,215182,3348,195115,885792
167277,Cozmesti,98400,966288,18270,2950,295200,988959,289791,98425,3332,201331,3349,209968,890825
167286,Dodesti,99264,968965,17730,2951,295942,985405,284590,99963,3333,196800,3350,194832,887162
167295,Feresti,227829,967270,18133,2952,298383,985000,287548,102382,3334,215382,3351,195313,886692
167302,Muntenii De Sus,98500,967270,18280,2953,295500,989959,290080,98525,3335,201531,3352,210166,891725
167311,Pochidia,99364,969947,17740,2954,296242,986405,284879,100063,3336,197000,3353,195030,888062
167320,Puscasi,227929,968252,18143,2955,298683,986000,287837,102482,3337,215582,3354,195511,887592
167473,Municipiul Ramnicu Valcea,98600,968252,18290,2956,295800,990959,290369,98625,3338,201731,3355,210364,892625
167641,Oras Baile Govora,99464,970929,17750,2957,296542,987405,285168,100163,3339,197200,3356,195228,888962
167696,Oras Baile Olanesti,228029,969234,18153,2958,298983,987000,288126,102582,3340,215782,3357,195709,888492
167794,Oras Brezoi,98700,969234,18300,2959,296100,991959,290658,98725,3341,201931,3358,210562,893525
167909,Oras Calimanesti,99564,971911,17760,2960,296842,988405,285457,100263,3342,197400,3359,195426,889862
167981,Municipiul Dragasani,228129,970216,18163,2961,299283,988000,288415,102682,3343,215982,3360,195907,889392
168041,Oras Horezu,98800,970216,18310,2962,296400,992959,290947,98825,3344,202131,3361,210760,894425
168130,Oras Ocnele Mari,99664,972893,17770,2963,297142,989405,285746,100363,3345,197600,3362,195624,890762
168229,Alunu,228229,971198,18173,2964,299583,989000,288704,102782,3346,216182,3363,196105,890292
168309,Amarasti,98900,971198,18320,2965,296700,993959,291236,98925,3347,202331,3364,210958,895325
168372,Oras Babeni,99764,973875,17780,2966,297442,990405,286035,100463,3348,197800,3365,195822,891662
168452,Oras Balcesti,228329,972180,18183,2967,299883,990000,288993,102882,3349,216382,3366,196303,891192
168559,Barbatesti,99000,972180,18330,2968,297000,994959,291525,99025,3350,202531,3367,211156,896225
168602,Oras Berbesti,99864,974857,17790,2969,297742,991405,286324,100563,3351,198000,3368,196020,892562
168675,Berislavesti,228429,973162,18193,2970,300183,991000,289282,102982,3352,216582,3369,196501,892092
168755,Boisoara,99100,973162,18340,2971,297300,995959,291814,99125,3353,202731,3370,211354,897125
168791,Budesti,99964,975839,17800,2972,298042,992405,286613,100663,3354,198200,3371,196218,893462
168880,Bujoreni,228529,974144,18203,2973,300483,992000,289571,103082,3355,216782,3372,196699,892992
168960,Bunesti,99200,974144,18350,2974,297600,996959,292103,99225,3356,202931,3373,211552,898025
169039,Cernisoara,100064,976821,17810,2975,298342,993405,286902,100763,3357,198400,3374,196416,894362
169119,Caineni,228629,975126,18213,2976,300783,993000,289860,103182,3358,216982,3375,196897,893892
169182,Copaceni,99300,975126,18360,2977,297900,997959,292392,99325,3359,203131,3376,211750,898925
169253,Costesti,100164,977803,17820,2978,298642,994405,287191,100863,3360,198600,3377,196614,895262
169306,Creteni,228729,976108,18223,2979,301083,994000,290149,103282,3361,217182,3378,197095,894792
169351,Daesti,99400,976108,18370,2980,298200,998959,292681,99425,3362,203331,3379,211948,899825
169404,Danicei,100264,978785,17830,2981,298942,995405,287480,100963,3363,198800,3380,196812,896162
169547,Dragoesti,228829,977090,18233,2982,301383,995000,290438,103382,3364,217382,3381,197293,895692
169583,Fauresti,99500,977090,18380,2983,298500,999959,292970,99525,3365,203531,3382,212146,900725
169681,Fartatesti,100364,979767,17840,2984,299242,996405,287769,101063,3366,199000,3383,197010,897062
169896,Francesti,228929,978072,18243,2985,301683,996000,290727,103482,3367,217582,3384,197491,896592
169994,Galicea,99600,978072,18390,2986,298800,1000959,293259,99625,3368,203731,3385,212344,901625
170097,Ghioroiu,100464,980749,17850,2987,299542,997405,288058,101163,3369,199200,3386,197208,897962
170168,Glavile,229029,979054,18253,2988,301983,997000,291016,103582,3370,217782,3387,197689,897492
170220,Golesti,99700,979054,18400,2989,299100,1001959,293548,99725,3371,203931,3388,212542,902525
